1707567137	0	1707567142
1707567142	1	1707567154
1707567154	2	1707567169
1707567169	3	1707567184
1707567184	4	1707567199
1707567199	5	1707567214
1707567214	6	1707567229
1707567229	7	1707567244
1707567244	8	1707567396
1707567396	7	1707567409
1707567409	6	1707567424
1707567424	5	1707567694
1707567694	4	1707567715
1707567715	3	1707567726
1707567726	2	1707567739
1707567739	1	1707567754
