5 1707547339 0.000000 1 0.000000 0.000000 0.000000
6 1707547339 0.000000 1 0.000000 0.000000 0.000000
7 1707547339 0.000000 1 0.000000 0.000000 0.000000
5 1707547344 0.000000 1 0.000000 0.000000 0.000000
6 1707547344 0.000000 1 0.000000 0.000000 0.000000
7 1707547344 0.000000 1 0.000000 0.000000 0.000000
5 1707547349 0.000000 1 0.000000 0.000000 0.000000
6 1707547349 0.000000 1 0.000000 0.000000 0.000000
7 1707547349 0.000000 1 0.000000 0.000000 0.000000
5 1707547354 0.000000 1 0.000000 0.000000 0.000000
6 1707547354 0.000000 1 0.000000 0.000000 0.000000
7 1707547354 0.000000 1 0.000000 0.000000 0.000000
5 1707547359 0.000000 1 0.000000 0.000000 0.000000
6 1707547359 0.000000 1 0.000000 0.000000 0.000000
7 1707547359 0.000000 1 0.000000 0.000000 0.000000
5 1707547364 0.000000 1 0.000000 0.000000 0.000000
6 1707547364 0.000000 1 0.000000 0.000000 0.000000
7 1707547364 0.000000 1 0.000000 0.000000 0.000000
5 1707547369 0.000000 1 0.000000 0.000000 0.000000
6 1707547369 0.000000 1 0.000000 0.000000 0.000000
7 1707547369 0.000000 1 0.000000 0.000000 0.000000
5 1707547374 0.000000 1 0.000000 0.000000 0.000000
6 1707547374 0.000000 1 0.000000 0.000000 0.000000
7 1707547374 0.000000 1 0.000000 0.000000 0.000000
5 1707547379 0.000000 1 0.000000 0.000000 0.000000
6 1707547379 0.000000 1 0.000000 0.000000 0.000000
7 1707547379 0.000000 1 0.000000 0.000000 0.000000
5 1707547384 0.000000 1 0.000000 0.000000 0.000000
6 1707547384 0.000000 1 0.000000 0.000000 0.000000
7 1707547384 0.000000 1 0.000000 0.000000 0.000000
5 1707547389 0.000000 1 0.000000 0.000000 0.000000
6 1707547389 0.000000 1 0.000000 0.000000 0.000000
7 1707547389 0.000000 1 0.000000 0.000000 0.000000
5 1707547394 0.000000 1 0.000000 0.000000 0.000000
6 1707547394 0.000000 1 0.000000 0.000000 0.000000
7 1707547394 0.000000 1 0.000000 0.000000 0.000000
5 1707547399 0.000000 1 0.000000 0.000000 0.000000
6 1707547399 0.000000 1 0.000000 0.000000 0.000000
7 1707547399 0.000000 1 0.000000 0.000000 0.000000
5 1707547404 0.000000 1 0.000000 0.000000 0.000000
6 1707547404 0.000000 1 0.000000 0.000000 0.000000
7 1707547404 0.000000 1 0.000000 0.000000 0.000000
5 1707547409 0.000000 1 0.000000 0.000000 0.000000
6 1707547409 0.000000 1 0.000000 0.000000 0.000000
7 1707547409 0.000000 1 0.000000 0.000000 0.000000
5 1707547414 0.000000 1 0.000000 0.000000 0.000000
6 1707547414 0.000000 1 0.000000 0.000000 0.000000
7 1707547414 0.000000 1 0.000000 0.000000 0.000000
5 1707547419 0.000000 1 0.000000 0.000000 0.000000
6 1707547419 0.000000 1 0.000000 0.000000 0.000000
7 1707547419 0.000000 1 0.000000 0.000000 0.000000
5 1707547424 0.000000 1 0.000000 0.000000 0.000000
6 1707547424 0.000000 1 0.000000 0.000000 0.000000
7 1707547424 0.000000 1 0.000000 0.000000 0.000000
5 1707547429 0.000000 1 0.000000 0.000000 0.000000
6 1707547429 0.000000 1 0.000000 0.000000 0.000000
7 1707547429 0.000000 1 0.000000 0.000000 0.000000
5 1707547434 0.000000 1 0.000000 0.000000 0.000000
6 1707547434 0.000000 1 0.000000 0.000000 0.000000
7 1707547434 0.000000 1 0.000000 0.000000 0.000000
5 1707547439 0.000000 1 0.000000 0.000000 0.000000
6 1707547439 0.000000 1 0.000000 0.000000 0.000000
7 1707547439 0.000000 1 0.000000 0.000000 0.000000
5 1707547444 0.000000 1 0.000000 0.000000 0.000000
6 1707547444 0.000000 1 0.000000 0.000000 0.000000
7 1707547444 0.000000 1 0.000000 0.000000 0.000000
5 1707547449 0.000000 1 0.000000 0.000000 0.000000
6 1707547449 0.000000 1 0.000000 0.000000 0.000000
7 1707547449 0.000000 1 0.000000 0.000000 0.000000
5 1707547454 0.000000 1 0.000000 0.000000 0.000000
6 1707547454 0.000000 1 0.000000 0.000000 0.000000
7 1707547454 0.000000 1 0.000000 0.000000 0.000000
5 1707547459 0.000000 1 0.000000 0.000000 0.000000
6 1707547459 0.000000 1 0.000000 0.000000 0.000000
7 1707547459 0.000000 1 0.000000 0.000000 0.000000
5 1707547464 0.000000 1 0.000000 0.000000 0.000000
6 1707547464 0.000000 1 0.000000 0.000000 0.000000
7 1707547464 0.000000 1 0.000000 0.000000 0.000000
5 1707547469 0.000000 1 0.000000 0.000000 0.000000
6 1707547469 0.000000 1 0.000000 0.000000 0.000000
7 1707547469 0.000000 1 0.000000 0.000000 0.000000
5 1707547474 0.000000 1 0.000000 0.000000 0.000000
6 1707547474 0.000000 1 0.000000 0.000000 0.000000
7 1707547474 0.000000 1 0.000000 0.000000 0.000000
5 1707547479 0.000000 1 0.000000 0.000000 0.000000
6 1707547479 0.000000 1 0.000000 0.000000 0.000000
7 1707547479 0.000000 1 0.000000 0.000000 0.000000
5 1707547484 0.000000 1 0.000000 0.000000 0.000000
6 1707547484 0.000000 1 0.000000 0.000000 0.000000
7 1707547484 0.000000 1 0.000000 0.000000 0.000000
5 1707547489 0.000000 1 0.000000 0.000000 0.000000
6 1707547489 0.000000 1 0.000000 0.000000 0.000000
7 1707547489 0.000000 1 0.000000 0.000000 0.000000
5 1707547494 0.000000 1 0.000000 0.000000 0.000000
6 1707547494 0.000000 1 0.000000 0.000000 0.000000
7 1707547494 0.000000 1 0.000000 0.000000 0.000000
5 1707547499 0.000000 1 0.000000 0.000000 0.000000
